"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-66.53","45.87","FREDERICTON A","8101500","2010-01-01","2010","01","01","","-4.4","","-9.6","","-7.0","","25.0","","0.0","","0.0","","0.0","T","0.0","T","16","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-02","2010","01","02","","2.8","","-6.0","","-1.6","","19.6","","0.0","","10.2","","11.0","","17.2","","17","","23","","72",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-03","2010","01","03","","2.7","","0.5","","1.6","","16.4","","0.0","","4.1","","3.2","","5.0","","24","","18","","57",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-04","2010","01","04","","2.6","","0.8","","1.7","","16.3","","0.0","","0.9","","0.2","","0.9","","20","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-05","2010","01","05","","3.0","","0.1","","1.6","","16.4","","0.0","","0.0","T","0.0","","0.0","T","18","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-06","2010","01","06","","1.0","","-1.9","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","T","17","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-07","2010","01","07","","0.1","","-3.4","","-1.7","","19.7","","0.0","","0.0","","0.0","T","0.0","T","16","","30","","39",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-08","2010","01","08","","-1.8","","-5.5","","-3.7","","21.7","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-09","2010","01","09","","-4.2","","-11.5","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","15","","32","","41",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-10","2010","01","10","","-8.7","","-13.0","","-10.9","","28.9","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-11","2010","01","11","","-5.5","","-11.8","","-8.7","","26.7","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-12","2010","01","12","","-7.8","","-12.5","","-10.2","","28.2","","0.0","","0.0","","0.0","","0.0","","15","","32","","37",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-13","2010","01","13","","-7.5","","-16.0","","-11.8","","29.8","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-14","2010","01","14","","-3.9","","-18.8","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-15","2010","01","15","","2.0","","-9.8","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","15","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-16","2010","01","16","","3.3","","-8.3","","-2.5","","20.5","","0.0","","0.0","","0.0","T","0.0","T","16","","32","","46",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-17","2010","01","17","","-5.0","","-14.1","","-9.6","","27.6","","0.0","","0.0","","0.0","","0.0","","16","","32","","33",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-18","2010","01","18","","-2.5","","-8.9","","-5.7","","23.7","","0.0","","0.0","","0.0","","0.0","","16","","5","","33",""
"-66.53","45.87","FREDERICTON A","8101500","2010-01-19","2010","01","19","","-2.2","","-4.5","","-3.4","","21.4","","0.0","","0.0","","3.9","","2.7","","15","","","","<31",""
