"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-66.53","45.87","FREDERICTON A","8101500","1977-01-01","1977","01","01","","-7.4","","-19.6","","-13.5","","31.5","","0.0","","0.0","","0.0","T","0.0","T","33","","28","","35",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-02","1977","01","02","","-1.1","","-9.1","","-5.1","","23.1","","0.0","","0.0","","0.0","","0.0","","31","","31","","46",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-03","1977","01","03","","-2.5","","-15.9","","-9.2","","27.2","","0.0","","0.0","","0.0","","0.0","","30","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-04","1977","01","04","","-3.3","","-15.8","","-9.6","","27.6","","0.0","","0.0","T","12.4","","9.5","","26","","28","","41",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-05","1977","01","05","","-3.8","","-16.2","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","35","","30","","35",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-06","1977","01","06","","-9.4","","-23.6","","-16.5","","34.5","","0.0","","0.0","","0.0","T","0.0","T","34","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-07","1977","01","07","","-5.0","","-21.6","","-13.3","","31.3","","0.0","","0.0","","0.0","T","0.0","T","33","","6","","39",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-08","1977","01","08","","-3.1","","-11.1","","-7.1","","25.1","","0.0","","0.0","","0.6","","0.5","","33","","30","","61",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-09","1977","01","09","","-10.7","","-24.1","","-17.4","","35.4","","0.0","","0.0","","0.0","","0.0","","32","","28","","44",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-10","1977","01","10","","5.3","","-25.2","","-10.0","","28.0","","0.0","","7.8","","20.7","","28.5","","32","","8","","69",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-11","1977","01","11","","6.0","","-19.9","","-7.0","","25.0","","0.0","","0.3","","0.0","T","0.3","","47","","20","","72",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-12","1977","01","12","","-12.8","","-22.7","","-17.8","","35.8","","0.0","","0.0","","0.0","","0.0","","46","","28","","39",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-13","1977","01","13","","-15.4","","-26.0","","-20.7","","38.7","","0.0","","0.0","","0.0","","0.0","","45","","31","","41",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-14","1977","01","14","","-14.1","","-28.3","","-21.2","","39.2","","0.0","","0.0","","0.0","","0.0","","44","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-15","1977","01","15","","-10.8","","-29.3","","-20.1","","38.1","","0.0","","0.0","","0.0","","0.0","","44","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-16","1977","01","16","","-9.3","","-25.2","","-17.3","","35.3","","0.0","","0.0","","3.1","","1.8","","44","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-17","1977","01","17","","-9.2","","-17.2","","-13.2","","31.2","","0.0","","0.0","","30.3","","25.0","","47","","35","","61",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-18","1977","01","18","","-14.4","","-21.1","","-17.8","","35.8","","0.0","","0.0","","0.3","","0.3","","68","","25","","41",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-19","1977","01","19","","-12.6","","-27.3","","-20.0","","38.0","","0.0","","0.0","","0.0","","0.0","","62","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-20","1977","01","20","","-10.3","","-29.9","","-20.1","","38.1","","0.0","","0.0","","0.0","T","0.0","T","60","","30","","31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-21","1977","01","21","","-3.0","","-11.2","","-7.1","","25.1","","0.0","","0.0","","0.0","T","0.0","T","57","","28","","48",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-22","1977","01","22","","-4.2","","-13.2","","-8.7","","26.7","","0.0","","0.0","","1.0","","0.6","","57","","29","","33",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-23","1977","01","23","","0.2","","-9.2","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","58","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-24","1977","01","24","","-2.8","","-12.6","","-7.7","","25.7","","0.0","","0.0","","0.0","T","0.0","T","54","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-25","1977","01","25","","1.3","","-8.2","","-3.5","","21.5","","0.0","","2.1","","6.1","","7.9","","52","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-26","1977","01","26","","1.5","","-11.2","","-4.9","","22.9","","0.0","","0.3","","0.4","","0.6","","53","","27","","46",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-27","1977","01","27","","0.3","","-16.6","","-8.2","","26.2","","0.0","","0.0","","7.1","","5.5","","52","","24","","61",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-28","1977","01","28","","-0.3","","-18.9","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","55","","15","","41",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-29","1977","01","29","","4.8","","-17.2","","-6.2","","24.2","","0.0","","10.7","","1.0","","11.7","","42","","27","","83",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-30","1977","01","30","","-9.7","","-20.2","","-15.0","","33.0","","0.0","","0.0","","0.0","","0.0","","43","","24","","41",""
"-66.53","45.87","FREDERICTON A","8101500","1977-01-31","1977","01","31","","-7.0","","-19.6","","-13.3","","31.3","","0.0","","0.0","","0.0","","0.0","","42","","24","","37",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-01","1977","02","01","","-6.4","","-24.7","","-15.6","","33.6","","0.0","","0.0","","0.2","","0.2","","42","","30","","43",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-02","1977","02","02","","-8.4","","-18.7","","-13.6","","31.6","","0.0","","0.0","","0.0","","0.0","","42","","30","","52",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-03","1977","02","03","","-4.2","","-16.4","","-10.3","","28.3","","0.0","","0.0","","9.2","","7.3","","42","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-04","1977","02","04","","-4.3","","-17.4","","-10.9","","28.9","","0.0","","0.0","","1.5","","1.3","","52","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-05","1977","02","05","","-3.6","","-21.6","","-12.6","","30.6","","0.0","","0.0","","0.0","","0.0","","51","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-06","1977","02","06","","-4.5","","-17.2","","-10.9","","28.9","","0.0","","0.0","","0.0","T","0.0","T","50","","29","","35",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-07","1977","02","07","","-4.4","","-11.0","","-7.7","","25.7","","0.0","","0.0","","1.0","","1.0","","50","","30","","31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-08","1977","02","08","","-3.6","","-15.7","","-9.7","","27.7","","0.0","","0.0","","0.0","T","0.0","T","51","","29","","35",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-09","1977","02","09","","-1.2","","-18.6","","-9.9","","27.9","","0.0","","0.0","","0.0","","0.0","","50","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-10","1977","02","10","","0.0","","-10.4","","-5.2","","23.2","","0.0","","0.0","","0.0","T","0.0","T","50","","32","","31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-11","1977","02","11","","-2.2","","-18.2","","-10.2","","28.2","","0.0","","0.0","T","3.9","","3.7","","50","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-12","1977","02","12","","-2.8","","-10.4","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","53","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-13","1977","02","13","","-4.4","","-11.0","","-7.7","","25.7","","0.0","","0.0","","7.8","","7.0","","53","","5","","44",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-14","1977","02","14","","-3.5","","-11.6","","-7.6","","25.6","","0.0","","0.0","","9.6","","9.1","","65","","5","","43",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-15","1977","02","15","","1.3","","-11.1","","-4.9","","22.9","","0.0","","0.0","","7.6","","4.3","","61","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-16","1977","02","16","","-2.7","","-10.7","","-6.7","","24.7","","0.0","","0.0","","1.0","","1.0","","66","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-17","1977","02","17","","-3.4","","-15.6","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","66","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-18","1977","02","18","","-0.4","","-20.2","","-10.3","","28.3","","0.0","","0.0","","0.0","","0.0","","64","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-19","1977","02","19","","0.0","","-20.3","","-10.2","","28.2","","0.0","","0.0","","6.3","","4.6","","62","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-20","1977","02","20","","-0.1","","-10.4","","-5.3","","23.3","","0.0","","0.0","T","8.4","","7.9","","67","","6","","43",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-21","1977","02","21","","-0.7","","-9.2","","-5.0","","23.0","","0.0","","1.8","","0.5","","2.1","","73","","27","","52",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-22","1977","02","22","","-2.0","","-15.2","","-8.6","","26.6","","0.0","","0.0","","0.0","T","0.0","T","72","","24","","48",""
"-66.53","45.87","FREDERICTON A","8101500","1977-02-23","1977","02","23","","-5.9","","-18.2","","-12.1","","30.1","","0.0","","0.0","","0.0","T","0.0","T","71","","33","","48",""
