"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-116.52","49.10","CRESTON","1142160","2021-01-01","2021","01","01","†","2.0","","-1.0","","0.5","","17.5","","0.0","","7.2","","0.0","","7.2","","4","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-02","2021","01","02","†","5.0","","0.0","","2.5","","15.5","","0.0","","6.8","","0.0","","6.8","","1","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-03","2021","01","03","†","6.0","","1.0","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-04","2021","01","04","†","4.0","","0.0","","2.0","","16.0","","0.0","","6.8","","1.0","","7.8","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-05","2021","01","05","†","4.0","","0.0","","2.0","","16.0","","0.0","","3.0","","2.0","","5.0","","1","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-06","2021","01","06","†","3.0","","0.0","","1.5","","16.5","","0.0","","5.6","","0.0","","5.6","","2","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-07","2021","01","07","†","6.0","","0.0","","3.0","","15.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-08","2021","01","08","†","3.0","","-1.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-09","2021","01","09","†","0.5","","-3.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-10","2021","01","10","†","2.0","","-2.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-11","2021","01","11","†","4.0","","-1.0","","1.5","","16.5","","0.0","","3.6","","2.0","","5.6","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-12","2021","01","12","†","9.0","","0.0","","4.5","","13.5","","0.0","","25.2","","2.0","","27.2","","2","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-13","2021","01","13","†","9.0","","0.0","","4.5","","13.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-14","2021","01","14","†","5.0","","-3.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-116.52","49.10","CRESTON","1142160","2021-01-15","2021","01","15","†","4.0","","-4.0","","0.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
