"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-66.53","45.87","FREDERICTON A","8101500","1993-01-01","1993","01","01","","-2.2","","-15.5","","-8.9","","26.9","","0.0","","0.0","","0.0","T","0.0","T","27","","30","","56",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-02","1993","01","02","","-14.3","","-19.1","","-16.7","","34.7","","0.0","","0.0","","0.0","","0.0","","24","","31","","52",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-03","1993","01","03","","-2.0","","-20.2","","-11.1","","29.1","","0.0","","0.0","T","1.0","","1.2","","24","","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-04","1993","01","04","","6.4","","-2.1","","2.2","","15.8","","0.0","","1.2","","0.2","","1.4","","23","","21","","35",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-05","1993","01","05","","11.7","","-3.8","","4.0","","14.0","","0.0","","15.0","","0.0","T","15.0","","12","","36","","43",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-06","1993","01","06","","-3.8","","-7.6","","-5.7","","23.7","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-07","1993","01","07","","2.1","","-6.5","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","0","T","26","","43",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-08","1993","01","08","","-0.1","","-13.1","","-6.6","","24.6","","0.0","","0.0","","0.0","T","0.0","T","0","T","35","","37",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-09","1993","01","09","","-13.0","","-19.9","","-16.5","","34.5","","0.0","","0.0","","0.0","","0.0","","0","T","34","","41",""
"-66.53","45.87","FREDERICTON A","8101500","1993-01-10","1993","01","10","","-13.3","","-21.9","","-17.6","","35.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
